,Unnamed: 0,Price,Area,Location,No. of Bedrooms,Resale,CarParking,Prsqft
133,335,50.0,1800,Delhi Meerut Expressway,2,1,9,2777.777777777778
134,336,50.0,1800,Delhi Meerut Expressway,2,1,9,2777.777777777778
135,337,165.0,1498,Delhi Meerut Expressway,3,1,9,11014.686248331109
136,338,55.0,1323,Delhi Meerut Expressway,3,1,9,4157.218442932729
137,339,89.0,1100,Delhi Meerut Expressway,2,1,9,8090.909090909091
138,342,36.67,1415,Delhi Meerut Expressway,3,1,9,2591.5194346289754
139,343,96.0,1223,Delhi Meerut Expressway,2,1,9,7849.550286181521
140,344,57.12,2210,Delhi Meerut Expressway,2,1,9,2584.6153846153848
141,346,57.12,2312,Delhi Meerut Expressway,2,1,9,2470.5882352941176
142,348,58.0,900,Dwarka Mor,3,0,1,6444.444444444444
143,349,50.0,1000,Dwarka Mor,3,0,0,5000.0
144,350,58.0,900,Dwarka Mor,3,0,1,6444.444444444444
145,351,50.0,1000,Dwarka Mor,3,0,0,5000.0
146,352,55.0,1000,Dwarka Mor,3,0,0,5500.0
147,353,80.0,1500,Dwarka Mor,4,0,0,5333.333333333333
148,354,85.0,1200,Dwarka Mor,4,0,1,7083.333333333333
149,355,27.0,540,Dwarka Mor,2,0,1,5000.0
150,356,49.99,950,Dwarka Mor,3,0,0,5262.105263157895
151,357,46.99,850,Dwarka Mor,3,1,0,5528.235294117647
152,358,54.99,900,Dwarka Mor,3,0,1,6110.0
153,359,39.0,900,Dwarka Mor,3,0,0,4333.333333333333
154,360,44.0,1000,Dwarka Mor,3,0,0,4400.0
155,361,28.0,570,Dwarka Mor,2,0,0,4912.2807017543855
156,362,52.0,1000,Dwarka Mor,3,0,0,5200.0
157,363,65.0,1000,Dwarka Mor,3,0,1,6500.0
158,364,32.0,620,Dwarka Mor,2,0,1,5161.290322580645
159,365,54.99,900,Dwarka Mor,3,0,1,6110.0
160,366,33.99,720,Dwarka Mor,2,0,1,4720.833333333333
161,367,60.0,990,Dwarka Mor,3,0,1,6060.606060606061
162,368,40.99,765,Dwarka Mor,3,0,1,5358.169934640523
163,369,54.99,900,Dwarka Mor,3,0,0,6110.0
164,370,33.99,720,Dwarka Mor,2,0,0,4720.833333333333
165,371,59.99,990,Dwarka Mor,3,0,0,6059.595959595959
166,372,40.99,765,Dwarka Mor,3,0,0,5358.169934640523
167,373,54.99,900,Dwarka Mor,3,0,1,6110.0
168,374,33.99,720,Dwarka Mor,2,0,1,4720.833333333333
169,375,60.0,990,Dwarka Mor,3,0,1,6060.606060606061
170,376,40.99,765,Dwarka Mor,3,0,1,5358.169934640523
171,377,47.0,820,Dwarka Mor,3,0,1,5731.707317073171
172,378,27.0,625,Dwarka Mor,2,0,1,4320.0
173,379,24.0,525,Dwarka Mor,2,0,1,4571.428571428572
174,380,35.0,750,Dwarka Mor,2,0,1,4666.666666666667
175,381,42.0,850,Dwarka Mor,3,0,1,4941.176470588235
176,382,170.0,1800,Dwarka Mor,3,1,0,9444.444444444443
177,383,165.0,1800,Dwarka Mor,3,1,0,9166.666666666666
178,384,70.0,1200,Dwarka Mor,4,0,0,5833.333333333333
179,385,20.0,500,Dwarka Mor,1,0,0,4000.0
180,386,75.0,1300,Dwarka Mor,4,0,0,5769.2307692307695
181,387,70.0,1200,Dwarka Mor,4,0,0,5833.333333333333
182,388,55.0,1050,Dwarka Mor,3,0,0,5238.095238095239
183,389,47.0,875,Dwarka Mor,3,0,0,5371.428571428572
184,390,32.0,630,Dwarka Mor,2,0,0,5079.36507936508
185,391,35.0,800,Dwarka Mor,2,0,0,4375.0
186,392,40.0,750,Dwarka Mor,2,0,0,5333.333333333333
187,393,35.0,700,Dwarka Mor,2,0,0,5000.0
188,394,28.0,700,Dwarka Mor,2,0,0,4000.0
189,395,43.0,850,Dwarka Mor,3,0,0,5058.823529411765
190,396,41.0,800,Dwarka Mor,3,0,0,5125.0
191,397,40.0,850,Dwarka Mor,3,0,0,4705.882352941177
192,398,25.0,600,Dwarka Mor,2,0,0,4166.666666666667
193,399,25.0,550,Dwarka Mor,2,0,0,4545.454545454545
194,400,22.0,550,Dwarka Mor,2,0,0,4000.0
195,401,75.0,1300,Dwarka Mor,4,0,1,5769.2307692307695
196,402,70.0,1200,Dwarka Mor,4,0,1,5833.333333333333
197,403,55.0,1050,Dwarka Mor,3,0,1,5238.095238095239
198,404,20.0,500,Dwarka Mor,1,0,1,4000.0
199,405,47.0,875,Dwarka Mor,3,0,1,5371.428571428572
200,406,32.0,630,Dwarka Mor,2,0,1,5079.36507936508
201,407,40.0,750,Dwarka Mor,2,0,1,5333.333333333333
202,408,35.0,700,Dwarka Mor,2,0,1,5000.0
203,409,43.0,850,Dwarka Mor,3,0,1,5058.823529411765
204,410,41.0,800,Dwarka Mor,3,0,1,5125.0
205,411,25.0,550,Dwarka Mor,2,0,1,4545.454545454545
206,412,75.0,1300,Dwarka Mor,4,0,1,5769.2307692307695
207,413,70.0,1200,Dwarka Mor,4,0,1,5833.333333333333
208,414,55.0,1050,Dwarka Mor,3,0,1,5238.095238095239
209,415,47.0,875,Dwarka Mor,3,0,1,5371.428571428572
210,416,32.0,630,Dwarka Mor,2,0,1,5079.36507936508
211,417,40.0,750,Dwarka Mor,2,0,1,5333.333333333333
212,418,35.0,700,Dwarka Mor,2,0,1,5000.0
213,419,43.0,850,Dwarka Mor,3,0,1,5058.823529411765
214,420,41.0,800,Dwarka Mor,3,0,1,5125.0
215,421,25.0,550,Dwarka Mor,2,0,1,4545.454545454545
216,422,27.0,540,Dwarka Mor,2,0,0,5000.0
217,423,38.0,900,Dwarka Mor,3,0,0,4222.222222222223
218,424,57.0,1100,Dwarka Mor,4,0,0,5181.818181818182
219,425,62.0,1100,Dwarka Mor,3,0,0,5636.363636363636
220,426,65.0,1200,Dwarka Mor,4,0,0,5416.666666666667
221,427,36.0,810,Dwarka Mor,3,0,0,4444.444444444444
222,428,32.0,580,Dwarka Mor,2,0,0,5517.241379310345
223,429,23.51,650,Dwarka Mor,2,0,0,3616.923076923077
224,430,24.51,650,Dwarka Mor,2,0,0,3770.769230769231
225,431,42.0,900,Dwarka Mor,2,0,0,4666.666666666667
226,432,65.0,1250,Dwarka Mor,4,0,0,5200.0
227,433,70.0,1200,Dwarka Mor,3,0,0,5833.333333333333
228,434,50.0,850,Dwarka Mor,3,0,0,5882.35294117647
229,435,45.0,800,Dwarka Mor,3,0,0,5625.0
230,436,27.0,550,Dwarka Mor,2,0,0,4909.090909090909
231,437,70.0,1080,Dwarka Mor,3,0,1,6481.481481481482
232,438,100.0,1485,Dwarka Mor,4,0,1,6734.006734006734
233,439,47.0,875,Dwarka Mor,3,0,1,5371.428571428572
234,440,70.0,1080,Dwarka Mor,4,0,1,6481.481481481482
235,441,35.0,600,Dwarka Mor,2,0,1,5833.333333333333
236,442,23.0,480,Dwarka Mor,1,0,1,4791.666666666667
237,443,22.0,540,Dwarka Mor,2,0,0,4074.074074074074
238,444,22.0,540,Dwarka Mor,2,0,0,4074.074074074074
239,445,27.0,540,Dwarka Mor,2,0,0,5000.0
240,446,47.99,900,Dwarka Mor,3,0,0,5332.222222222223
241,447,35.0,630,Dwarka Mor,2,0,0,5555.555555555556
242,448,43.0,765,Dwarka Mor,3,0,0,5620.915032679739
243,449,65.0,1080,Dwarka Mor,3,0,0,6018.518518518518
244,450,58.0,855,Dwarka Mor,3,0,0,6783.625730994152
245,451,52.0,990,Dwarka Mor,3,0,0,5252.525252525253
246,452,46.99,810,Dwarka Mor,3,0,0,5801.234567901234
247,453,29.99,585,Dwarka Mor,2,0,0,5126.495726495727
248,454,30.99,585,Dwarka Mor,2,0,1,5297.4358974358975
249,455,28.99,650,Dwarka Mor,2,0,0,4460.0
250,456,45.0,800,Dwarka Mor,3,0,0,5625.0
251,457,45.99,850,Dwarka Mor,3,1,0,5410.588235294118
252,458,45.99,850,Dwarka Mor,3,1,0,5410.588235294118
253,459,33.99,720,Dwarka Mor,2,0,1,4720.833333333333
254,460,59.99,990,Dwarka Mor,3,0,1,6059.595959595959
255,461,40.99,765,Dwarka Mor,3,0,1,5358.169934640523
256,462,26.0,685,Dwarka Mor,2,0,0,3795.620437956205
257,463,26.0,685,Dwarka Mor,2,0,0,3795.620437956205
258,464,30.0,658,Dwarka Mor,2,0,0,4559.270516717325
259,465,52.0,900,Dwarka Mor,3,0,0,5777.777777777777
260,466,42.0,820,Dwarka Mor,3,0,0,5121.951219512195
261,467,60.0,1200,Dwarka Mor,3,0,0,5000.0
262,468,32.0,650,Dwarka Mor,2,0,0,4923.076923076923
263,469,52.0,900,Dwarka Mor,3,0,0,5777.777777777777
264,470,65.0,1200,Dwarka Mor,4,0,0,5416.666666666667
265,471,42.0,820,Dwarka Mor,3,0,0,5121.951219512195
266,472,60.0,1200,Dwarka Mor,3,0,0,5000.0
267,473,32.0,650,Dwarka Mor,2,0,0,4923.076923076923
268,474,28.0,600,Dwarka Mor,2,0,0,4666.666666666667
269,475,25.0,540,Dwarka Mor,2,1,0,4629.62962962963
270,476,25.0,540,Dwarka Mor,2,1,0,4629.62962962963
271,477,25.0,540,Dwarka Mor,2,1,0,4629.62962962963
272,478,34.0,755,Dwarka Mor,2,0,0,4503.311258278146
273,479,44.0,1000,Dwarka Mor,3,0,0,4400.0
274,480,47.0,1050,Dwarka Mor,3,0,0,4476.190476190476
275,481,34.0,755,Dwarka Mor,2,0,0,4503.311258278146
276,482,47.0,1050,Dwarka Mor,3,0,0,4476.190476190476
277,483,37.0,760,Dwarka Mor,2,0,0,4868.421052631579
278,484,37.0,760,Dwarka Mor,2,0,0,4868.421052631579
279,485,29.0,750,Dwarka Mor,2,0,0,3866.6666666666665
280,486,29.0,750,Dwarka Mor,2,0,0,3866.6666666666665
281,487,28.0,540,Dwarka Mor,2,1,0,5185.185185185185
282,488,25.0,540,Dwarka Mor,2,1,0,4629.62962962963
283,489,48.0,810,Dwarka Mor,3,1,0,5925.925925925926
284,490,25.0,540,Dwarka Mor,2,1,0,4629.62962962963
285,491,26.0,550,Dwarka Mor,2,1,0,4727.272727272727
286,492,72.0,900,Dwarka Mor,3,0,0,8000.0
287,493,64.0,800,Dwarka Mor,3,0,0,8000.0
288,494,30.5,600,Dwarka Mor,2,1,0,5083.333333333333
289,495,44.0,800,Dwarka Mor,3,0,1,5500.0
290,496,47.99,900,Dwarka Mor,3,0,1,5332.222222222223
291,497,49.99,950,Dwarka Mor,3,0,0,5262.105263157895
292,498,29.0,650,Dwarka Mor,2,0,0,4461.538461538462
293,499,44.0,800,Dwarka Mor,3,0,0,5500.0
294,500,22.0,540,Dwarka Mor,2,1,0,4074.074074074074
295,501,26.0,540,Dwarka Mor,2,1,0,4814.814814814815
296,502,132.0,1350,Dwarka Mor,3,1,0,9777.777777777776
297,503,40.0,830,Dwarka Mor,3,0,0,4819.277108433735
298,504,41.0,900,Dwarka Mor,3,0,0,4555.555555555556
299,505,32.0,800,Dwarka Mor,2,0,0,4000.0
300,506,24.99,700,Dwarka Mor,2,0,0,3570.0
301,507,58.0,900,Dwarka Mor,3,0,1,6444.444444444444
302,508,47.0,820,Dwarka Mor,3,0,1,5731.707317073171
303,509,27.0,625,Dwarka Mor,2,0,1,4320.0
304,510,24.0,525,Dwarka Mor,2,0,1,4571.428571428572
305,511,35.0,750,Dwarka Mor,2,0,1,4666.666666666667
306,512,42.0,850,Dwarka Mor,3,0,1,4941.176470588235
307,513,69.0,1250,Dwarka Mor,3,0,1,5520.0
308,514,55.0,1050,Dwarka Mor,3,0,1,5238.095238095239
309,515,31.9,610,Dwarka Mor,2,0,1,5229.508196721312
310,516,32.2,640,Dwarka Mor,2,0,1,5031.25
311,517,47.0,875,Dwarka Mor,3,0,1,5371.428571428572
312,518,32.1,630,Dwarka Mor,2,0,1,5095.238095238095
313,519,32.25,650,Dwarka Mor,2,0,1,4961.538461538462
314,520,43.0,850,Dwarka Mor,3,0,1,5058.823529411765
315,521,41.0,800,Dwarka Mor,3,0,1,5125.0
316,522,27.0,600,Dwarka Mor,2,0,1,4500.0
317,523,40.0,800,Dwarka Mor,3,1,0,5000.0
318,524,36.0,850,Dwarka Mor,3,1,0,4235.294117647059
319,525,25.0,550,Dwarka Mor,2,1,0,4545.454545454545
320,526,45.0,900,Dwarka Mor,3,1,0,5000.0
321,527,58.0,900,Dwarka Mor,3,0,1,6444.444444444444
322,528,47.0,820,Dwarka Mor,3,0,1,5731.707317073171
323,529,27.0,625,Dwarka Mor,2,0,1,4320.0
324,530,24.0,525,Dwarka Mor,2,0,1,4571.428571428572
325,531,35.0,750,Dwarka Mor,2,0,1,4666.666666666667
326,532,42.0,850,Dwarka Mor,3,0,1,4941.176470588235
327,533,32.0,800,Dwarka Mor,2,0,1,4000.0
328,534,24.99,700,Dwarka Mor,2,0,1,3570.0
329,535,52.0,1000,Dwarka Mor,3,0,1,5200.0
330,536,27.0,540,Dwarka Mor,2,0,1,5000.0
331,537,30.99,585,Dwarka Mor,2,0,1,5297.4358974358975
332,538,50.0,1000,Dwarka Mor,3,0,0,5000.0
333,539,45.0,900,Dwarka Mor,3,0,0,5000.0
334,540,20.0,520,Dwarka Mor,2,0,0,3846.153846153846
335,541,60.0,1050,Dwarka Mor,3,0,0,5714.285714285715
336,542,22.0,510,Dwarka Mor,2,0,0,4313.725490196079
337,543,65.0,1100,Dwarka Mor,3,0,0,5909.090909090909
338,544,35.0,800,Dwarka Mor,3,0,0,4375.0
339,545,28.0,600,Dwarka Mor,2,0,0,4666.666666666667
340,546,35.0,765,Dwarka Mor,3,0,1,4575.16339869281
341,547,20.0,450,Dwarka Mor,1,0,1,4444.444444444444
342,548,26.0,590,Dwarka Mor,2,0,9,4406.779661016949
343,549,68.0,810,Dwarka Mor,3,0,9,8395.061728395061
344,550,38.0,1017,Dwarka Mor,3,0,9,3736.479842674533
345,551,28.0,900,Dwarka Mor,3,0,9,3111.1111111111118
346,552,26.0,675,Dwarka Mor,2,0,9,3851.851851851852
347,553,45.0,950,Dwarka Mor,3,0,9,4736.8421052631575
348,554,65.0,1050,Dwarka Mor,3,0,9,6190.476190476191
349,555,33.0,1250,Dwarka Mor,4,0,9,2640.0
350,556,30.0,850,Dwarka Mor,3,0,9,3529.4117647058824
351,557,20.0,600,Dwarka Mor,2,0,9,3333.333333333333
352,558,40.0,1000,Dwarka Mor,3,0,9,4000.0
353,560,30.0,500,Dwarka Mor,1,0,9,6000.0
354,561,26.0,750,Dwarka Mor,2,0,9,3466.6666666666665
355,562,35.0,650,Dwarka Mor,2,0,9,5384.615384615385
356,563,25.0,850,Dwarka Mor,3,0,9,2941.176470588235
357,564,48.0,1350,Dwarka Mor,2,0,9,3555.555555555556
358,565,40.0,1000,Dwarka Mor,3,0,9,4000.0
359,567,30.0,500,Dwarka Mor,1,0,9,6000.0
360,568,26.0,750,Dwarka Mor,2,0,9,3466.6666666666665
361,569,35.0,650,Dwarka Mor,2,0,9,5384.615384615385
362,570,25.0,850,Dwarka Mor,3,0,9,2941.176470588235
363,571,51.0,1200,Dwarka Mor,3,1,9,4250.0
364,574,22.0,700,Dwarka Mor,1,1,9,3142.8571428571427
365,575,92.0,1647,Dwarka Mor,2,1,9,5585.913782635094
366,576,115.0,1200,Dwarka Mor,3,1,9,9583.333333333334
367,577,132.0,1550,Dwarka Mor,3,1,9,8516.129032258064
368,578,65.0,1400,Dwarka Mor,2,1,9,4642.857142857143
369,579,50.0,648,Dwarka Mor,2,1,9,7716.049382716049
370,582,160.0,1550,Dwarka Mor,3,1,9,10322.58064516129
371,583,160.0,1750,Dwarka Mor,3,1,9,9142.857142857143
372,584,200.0,1700,Dwarka Mor,2,1,9,11764.70588235294
373,585,160.0,1750,Dwarka Mor,3,1,9,9142.857142857143
374,586,37.0,900,Dwarka Mor,2,1,9,4111.111111111111
375,588,47.0,1000,Dwarka Mor,3,0,9,4700.0
376,589,20.0,820,Dwarka Mor,3,0,9,2439.0243902439024
377,590,27.0,500,Dwarka Mor,1,0,9,5400.0
378,591,24.0,625,Dwarka Mor,2,0,9,3840.0
379,592,35.0,1050,Dwarka Mor,4,0,9,3333.333333333333
380,593,42.0,750,Dwarka Mor,2,0,9,5600.0
381,594,36.51,850,Dwarka Mor,3,0,9,4295.294117647059
382,595,40.0,1000,Dwarka Mor,3,0,9,4000.0
383,597,50.0,500,Dwarka Mor,1,0,9,10000.0
384,598,40.0,750,Dwarka Mor,2,0,9,5333.333333333333
385,599,30.0,650,Dwarka Mor,2,0,9,4615.384615384615
386,600,35.0,850,Dwarka Mor,3,0,9,4117.64705882353
387,601,25.0,600,Dwarka Mor,2,0,9,4166.666666666667
388,602,50.0,990,Dwarka Mor,3,0,9,5050.50505050505
389,603,42.99,810,Dwarka Mor,3,0,9,5307.407407407408
390,607,160.0,2100,Dwarka Mor,2,1,9,7619.047619047619
391,608,160.0,1700,Dwarka Mor,2,1,9,9411.764705882351
392,609,75.0,1700,Dwarka Mor,2,1,9,4411.764705882353
393,610,70.0,1490,Dwarka Mor,2,1,9,4697.986577181208
394,612,45.0,1035,Dwarka Mor,3,1,9,4347.826086956522
395,613,29.0,1035,Dwarka Mor,3,1,9,2801.932367149758
396,614,140.0,1957,Dwarka More,3,1,9,7153.806847215125
397,615,165.0,1888,Dwarka More,3,1,9,8739.406779661016
398,616,200.0,1800,Dwarka More,3,1,9,11111.111111111111
399,617,152.0,2200,Dwarka More,4,1,9,6909.090909090909
400,618,210.0,1700,Dwarka More,3,1,9,12352.941176470587
401,619,163.99999,1050,Dwarka More,3,1,9,15619.046666666669
402,620,178.0,1255,Dwarka More,3,1,9,14183.266932270915
403,621,195.0,1999,Dwarka More,3,1,9,9754.87743871936
404,622,178.0,2500,Dwarka More,4,1,9,7120.0
405,623,150.0,1100,Dwarka More,3,1,9,13636.363636363636
406,624,170.0,1200,Dwarka More,3,1,9,14166.666666666666
407,625,170.0,1440,Dwarka More,3,1,9,11805.555555555557
408,626,218.0,1500,Dwarka More,3,1,9,14533.333333333334
409,627,178.0,2400,Dwarka More,4,1,9,7416.666666666667
410,628,178.0,1255,Dwarka More,3,1,9,14183.266932270915
411,629,195.0,1999,Dwarka More,3,1,9,9754.87743871936
412,630,178.0,2500,Dwarka More,4,1,9,7120.0
413,631,150.0,1100,Dwarka More,3,1,9,13636.363636363636
414,632,170.0,1200,Dwarka More,3,1,9,14166.666666666666
415,633,170.0,1440,Dwarka More,3,1,9,11805.555555555557
416,634,218.0,1500,Dwarka More,3,1,9,14533.333333333334
417,635,238.0,2400,Dwarka More,4,1,9,9916.666666666666
418,636,152.0,2350,Dwarka More,4,1,9,6468.085106382979
419,637,225.0,1600,Dwarka More,3,1,9,14062.5
420,638,155.0,2300,Dwarka More,4,1,9,6739.130434782609
421,639,160.0,2555,Dwarka More,3,1,9,6262.230919765167
422,640,223.0,1850,Dwarka More,3,1,9,12054.054054054051
423,641,134.0,2666,Dwarka More,4,1,9,5026.256564141036
424,642,170.0,2380,Dwarka More,3,1,9,7142.857142857143
425,643,225.0,2305,Dwarka More,3,1,9,9761.388286334057
426,644,225.0,2450,Dwarka More,3,1,9,9183.673469387755
427,645,175.0,2070,Dwarka More,3,1,9,8454.106280193237
428,646,195.0,1750,Dwarka More,3,1,9,11142.857142857143
429,647,170.0,2600,Dwarka More,4,1,9,6538.461538461538
